CustCode,Factory,BalToMfg
CUST0064,F1,309
CUST0039,F2,357
CUST0026,F9,107
CUST0012,F2,348
CUST0057,F3,364
CUST0080,F9,201
CUST0047,F1,48
CUST0046,F4,160
CUST0045,F1,73
CUST0060,F1,148
CUST0070,F1,242
CUST0091,F3,220
CUST0043,F4,319
CUST0087,F9,34
CUST0100,F9,243
CUST0044,F10,92
CUST0031,F2,372
CUST0073,F4,341
CUST0005,F1,6
CUST0008,F4,376
CUST0022,F4,191
CUST0014,F10,286
CUST0033,F9,27
CUST0019,F1,379
CUST0052,F4,78
CUST0021,F4,106
CUST0097,F3,342
CUST0037,F10,197
CUST0065,F9,207
CUST0084,F3,92
CUST0023,F3,150
CUST0100,F3,391
CUST0073,F2,64
CUST0089,F10,305
CUST0035,F9,388
CUST0085,F4,233
CUST0084,F10,112
CUST0001,F4,356
CUST0038,F1,204
CUST0067,F9,76
CUST0082,F4,359
CUST0036,F4,274
CUST0080,F4,188
CUST0005,F10,145
CUST0082,F2,191
CUST0071,F3,264
CUST0037,F10,98
CUST0027,F9,263
CUST0077,F9,171
CUST0040,F10,187
CUST0011,F4,46
CUST0060,F1,237
CUST0067,F2,1
CUST0018,F2,173
CUST0067,F9,233
CUST0003,F10,299
CUST0084,F10,386
CUST0061,F10,351
CUST0027,F9,170
CUST0026,F4,263
CUST0097,F9,61
CUST0025,F4,103
CUST0031,F3,66
CUST0056,F3,215
CUST0020,F2,293
CUST0037,F2,58
CUST0026,F4,205
CUST0055,F3,203
CUST0053,F3,398
CUST0047,F2,352
CUST0009,F1,60
CUST0043,F3,140
CUST0098,F9,61
CUST0097,F2,231
CUST0061,F9,222
CUST0075,F9,211
CUST0082,F3,39
CUST0035,F10,284
CUST0021,F3,63
CUST0027,F9,363
CUST0082,F2,137
CUST0096,F1,314
CUST0017,F9,138
CUST0068,F9,121
CUST0020,F4,108
CUST0070,F10,93
CUST0098,F1,151
CUST0070,F9,29
CUST0071,F10,316
CUST0027,F9,89
CUST0053,F3,70
CUST0093,F9,293
CUST0040,F4,323
CUST0086,F4,304
CUST0092,F10,399
CUST0041,F2,167
CUST0100,F2,9
CUST0005,F9,277
CUST0050,F1,321
CUST0008,F2,366
CUST0096,F2,147
CUST0051,F1,389
CUST0092,F9,191
CUST0038,F2,20
CUST0042,F1,389
CUST0048,F10,74
CUST0021,F10,16
CUST0022,F3,395
CUST0071,F3,326
CUST0068,F4,168
CUST0015,F2,90
CUST0082,F10,302
CUST0093,F10,21
CUST0052,F10,219
CUST0052,F9,194
CUST0075,F10,165
CUST0099,F10,355
CUST0036,F10,277
CUST0003,F3,255
CUST0013,F9,186
CUST0026,F9,181
CUST0026,F10,193
CUST0079,F3,325
CUST0010,F1,5
CUST0064,F9,399
CUST0036,F1,394
CUST0043,F2,389
CUST0023,F1,9
CUST0098,F4,250
CUST0093,F1,389
CUST0088,F3,64
CUST0080,F3,273
CUST0004,F2,380
CUST0047,F3,398
CUST0048,F1,387
CUST0097,F10,218
CUST0050,F10,20
CUST0061,F2,154
CUST0004,F2,109
CUST0098,F4,324
CUST0005,F4,274
CUST0032,F1,273
CUST0088,F3,352
CUST0089,F2,371
CUST0061,F1,51
CUST0027,F2,163
CUST0099,F4,55
CUST0093,F10,261
CUST0083,F9,333
CUST0031,F2,253
CUST0044,F1,167
CUST0068,F10,225
CUST0077,F2,33
CUST0094,F4,323
CUST0084,F2,41
CUST0059,F4,382
CUST0076,F1,342
CUST0028,F9,121
CUST0007,F4,198
CUST0010,F2,104
CUST0071,F9,364
CUST0011,F3,114
CUST0086,F2,4
CUST0055,F1,311
CUST0062,F10,376
CUST0019,F3,303
CUST0079,F2,11
CUST0024,F4,164
CUST0081,F9,15
CUST0079,F3,327
CUST0009,F3,60
CUST0035,F1,356
CUST0084,F10,75
CUST0010,F1,164
CUST0087,F4,251
CUST0025,F10,116
CUST0038,F10,51
CUST0030,F4,249
CUST0049,F3,232
CUST0012,F10,105
CUST0016,F3,94
CUST0079,F10,193
CUST0002,F9,166
CUST0010,F2,191
CUST0047,F10,53
CUST0070,F4,265
CUST0047,F2,381
CUST0042,F2,60
CUST0050,F1,278
CUST0030,F9,161
CUST0023,F10,273
CUST0070,F4,260
CUST0032,F2,293
CUST0059,F2,280
CUST0082,F4,244
CUST0022,F9,145
CUST0064,F3,5
CUST0080,F1,216
CUST0057,F4,309
CUST0039,F10,19
CUST0100,F10,314
CUST0023,F2,333
CUST0066,F9,42
CUST0080,F4,263
CUST0079,F3,157
CUST0090,F1,8
CUST0075,F4,193
CUST0082,F2,288
CUST0079,F4,229
CUST0030,F3,310
CUST0084,F4,85
CUST0087,F4,349
CUST0013,F10,37
CUST0068,F9,342
CUST0033,F10,28
CUST0079,F1,105
CUST0032,F9,69
CUST0079,F2,17
CUST0072,F4,373
CUST0091,F10,200
CUST0030,F3,246
CUST0025,F9,69
CUST0032,F2,44
CUST0039,F4,217
CUST0059,F9,261
CUST0054,F4,379
CUST0024,F4,60
CUST0016,F9,305
CUST0071,F4,332
CUST0096,F4,3
CUST0044,F10,358
CUST0077,F1,378
CUST0073,F9,274
CUST0086,F1,108
CUST0074,F1,246
CUST0060,F3,90
CUST0072,F2,68
CUST0094,F4,14
CUST0019,F2,53
CUST0030,F4,115
CUST0070,F9,150
CUST0080,F9,232
CUST0068,F10,301
CUST0027,F9,6
CUST0028,F10,264
CUST0067,F3,119
CUST0030,F10,187
CUST0092,F10,62
CUST0029,F4,357
CUST0022,F2,231
CUST0075,F9,144
CUST0087,F10,216
CUST0022,F9,312
CUST0051,F2,186
CUST0029,F4,143
CUST0065,F1,185
CUST0041,F2,205
CUST0080,F2,210
CUST0078,F3,378
CUST0013,F2,258
CUST0017,F9,289
CUST0077,F9,74
CUST0083,F1,44
CUST0029,F3,0
CUST0047,F3,174
CUST0004,F9,153
CUST0063,F9,347
CUST0026,F9,82
CUST0005,F4,374
CUST0023,F3,12
CUST0078,F2,199
CUST0063,F4,292
CUST0015,F3,176
CUST0002,F9,382
CUST0017,F2,377
CUST0003,F9,30
CUST0094,F9,276
CUST0029,F1,280
CUST0005,F2,192
CUST0024,F2,206
CUST0072,F3,248
CUST0068,F2,16
CUST0003,F3,83
CUST0029,F9,172
CUST0087,F4,272
CUST0010,F3,347
CUST0011,F4,109
CUST0097,F9,191
CUST0045,F10,303
CUST0009,F3,72
CUST0025,F1,195
CUST0061,F9,385
CUST0047,F3,156
CUST0055,F2,62
CUST0081,F2,62
CUST0043,F2,283
CUST0009,F9,341
CUST0047,F2,358
CUST0086,F2,165
CUST0027,F10,165
CUST0040,F4,202
CUST0093,F10,319
CUST0093,F1,391
CUST0095,F1,318
CUST0054,F9,321
CUST0059,F9,85
CUST0080,F9,66
CUST0083,F2,104
CUST0022,F9,91
CUST0032,F10,245
CUST0096,F2,1
CUST0064,F9,167
CUST0041,F1,227
CUST0005,F2,395
CUST0050,F3,81
CUST0091,F4,265
CUST0005,F10,251
CUST0094,F2,157
CUST0032,F9,386
CUST0083,F4,24
CUST0066,F4,174
CUST0014,F4,91
CUST0039,F10,138
CUST0031,F4,238
CUST0064,F9,107
CUST0066,F3,240
CUST0053,F9,95
CUST0074,F10,204
CUST0080,F1,272
CUST0040,F3,19
CUST0032,F2,3
CUST0040,F2,52
CUST0078,F9,243
CUST0084,F10,13
CUST0051,F3,207
CUST0013,F3,312
CUST0091,F9,190
CUST0042,F4,194
CUST0095,F3,15
CUST0081,F10,291
CUST0093,F1,370
CUST0060,F1,72
CUST0008,F10,37
CUST0007,F10,243
CUST0071,F9,144
CUST0095,F10,155
CUST0023,F10,357
CUST0039,F2,243
CUST0067,F4,293
CUST0046,F3,181
CUST0069,F10,198
CUST0086,F3,157
CUST0042,F9,308
CUST0089,F9,152
CUST0058,F9,357
CUST0022,F2,383
CUST0033,F10,322
CUST0027,F3,26
CUST0062,F3,386
CUST0068,F1,50
CUST0030,F2,55
CUST0011,F2,359
CUST0025,F1,313
CUST0048,F10,16
CUST0082,F1,33
CUST0057,F4,11
CUST0095,F2,223
CUST0058,F3,293
CUST0055,F2,241
CUST0050,F1,104
CUST0085,F1,221
CUST0088,F10,333
CUST0034,F4,374
CUST0033,F2,193
CUST0066,F3,331
CUST0041,F9,14
CUST0076,F4,388
CUST0041,F10,6
CUST0100,F4,386
CUST0001,F3,204
CUST0023,F10,42
CUST0058,F9,155
CUST0037,F1,223
CUST0005,F10,26
CUST0023,F1,84
CUST0053,F10,98
CUST0092,F1,113
CUST0034,F1,180
CUST0085,F2,225
CUST0054,F3,255
CUST0071,F4,245
CUST0092,F9,267
CUST0070,F4,156
CUST0058,F3,179
CUST0017,F2,165
CUST0062,F1,284
CUST0089,F2,215
CUST0028,F3,42
CUST0042,F10,327
CUST0003,F9,146
CUST0018,F4,231
CUST0063,F2,126
CUST0055,F10,206
CUST0006,F10,251
CUST0049,F3,265
CUST0008,F4,104
CUST0072,F9,323
CUST0079,F9,160
CUST0030,F2,233
CUST0050,F9,169
CUST0005,F10,25
CUST0047,F10,66
CUST0036,F10,385
CUST0087,F3,384
CUST0094,F1,59
CUST0029,F10,16
CUST0061,F1,359
CUST0009,F2,198
CUST0085,F10,138
CUST0064,F3,12
CUST0019,F4,140
CUST0016,F1,64
CUST0057,F9,374
CUST0068,F1,148
CUST0035,F10,37
CUST0034,F9,286
CUST0008,F9,38
CUST0029,F3,31
CUST0087,F9,358
CUST0048,F1,252
CUST0020,F3,56
CUST0053,F1,253
CUST0037,F4,388
CUST0094,F10,336
CUST0089,F3,274
CUST0061,F2,167
CUST0007,F3,386
CUST0079,F2,56
CUST0037,F4,353
CUST0017,F2,387
CUST0049,F10,80
CUST0055,F3,180
CUST0079,F1,399
CUST0001,F9,122
CUST0006,F1,300
CUST0059,F2,82
CUST0005,F1,275
CUST0024,F4,124
CUST0043,F9,374
CUST0090,F10,217
CUST0048,F9,261
CUST0043,F1,347
CUST0092,F2,334
CUST0100,F1,157
CUST0038,F3,287
CUST0048,F1,17
CUST0001,F3,213
CUST0043,F2,162
CUST0084,F4,132
CUST0010,F9,371
CUST0057,F3,278
CUST0060,F1,42
CUST0036,F3,233
CUST0074,F9,264
CUST0031,F10,245
CUST0043,F3,114
CUST0015,F2,49
CUST0001,F9,58
CUST0098,F10,120
CUST0075,F10,252
CUST0076,F1,254
CUST0097,F1,29
CUST0036,F1,96
CUST0022,F3,395
CUST0080,F4,284
CUST0082,F3,26
CUST0093,F3,125
CUST0053,F3,372
CUST0085,F1,59
CUST0021,F3,295
CUST0089,F2,298
CUST0093,F9,316
CUST0096,F4,119
CUST0075,F3,4
CUST0004,F1,64
CUST0035,F1,343
CUST0044,F4,82
CUST0063,F1,50
CUST0077,F10,127
CUST0033,F1,68
CUST0093,F3,20
CUST0077,F2,248
CUST0050,F3,344
CUST0088,F10,150
CUST0035,F9,235
CUST0095,F1,194
CUST0045,F2,152
CUST0036,F4,41
CUST0097,F2,246
CUST0023,F2,360
CUST0051,F4,232
CUST0095,F9,33
CUST0011,F4,184
CUST0028,F4,319
CUST0009,F4,348
CUST0073,F10,99
CUST0045,F2,54
CUST0052,F1,3
CUST0051,F4,331
CUST0051,F3,355
CUST0006,F10,390
CUST0038,F9,374
CUST0021,F1,359
CUST0089,F10,236
CUST0100,F10,250
CUST0087,F9,60
CUST0035,F2,285
CUST0011,F9,222
CUST0055,F1,161
CUST0053,F2,98
CUST0080,F1,272
CUST0001,F2,360
CUST0040,F2,51
CUST0089,F2,215
CUST0059,F2,396
CUST0059,F10,356
CUST0001,F1,125
CUST0059,F2,4
CUST0059,F10,167
CUST0048,F3,329
CUST0097,F2,386
CUST0015,F2,138
CUST0037,F10,55
CUST0011,F3,172
CUST0097,F10,255
CUST0020,F10,227
CUST0079,F1,340
CUST0017,F2,362
CUST0041,F2,53
CUST0017,F2,335
CUST0019,F3,56
CUST0066,F3,40
CUST0022,F2,355
CUST0050,F4,23
CUST0082,F2,193
CUST0091,F1,113
CUST0075,F3,353
CUST0046,F3,69
CUST0061,F2,236
CUST0048,F9,270
CUST0087,F9,111
CUST0056,F1,128
CUST0064,F4,325
CUST0036,F1,58
CUST0021,F2,299
CUST0080,F2,367
CUST0026,F3,143
CUST0022,F2,353
CUST0043,F9,4
CUST0034,F4,333
CUST0088,F2,41
CUST0061,F9,61
CUST0068,F10,186
CUST0095,F9,248
CUST0020,F4,331
CUST0059,F10,396
CUST0033,F3,289
CUST0063,F1,137
CUST0054,F2,65
CUST0048,F10,232
CUST0079,F1,43
CUST0002,F1,340
CUST0096,F2,219
CUST0092,F4,60
CUST0041,F10,392
CUST0044,F1,246
CUST0051,F2,110
CUST0002,F9,339
CUST0029,F2,302
CUST0012,F1,100
CUST0084,F10,64
CUST0010,F3,101
CUST0099,F4,70
CUST0035,F9,382
CUST0090,F3,302
CUST0021,F2,312
CUST0078,F9,171
CUST0089,F3,210
CUST0014,F2,68
CUST0028,F10,310
CUST0003,F10,237
CUST0067,F9,187
CUST0071,F2,196
CUST0100,F9,17
CUST0100,F2,168
CUST0028,F10,2
CUST0044,F2,206
CUST0089,F3,384
CUST0055,F4,107
CUST0079,F4,310
CUST0055,F3,263
CUST0051,F2,301
CUST0047,F1,204
CUST0067,F9,277
CUST0045,F4,311
CUST0068,F2,227
CUST0082,F1,336
CUST0051,F3,208
CUST0026,F1,320
CUST0063,F4,198
CUST0074,F10,80
CUST0018,F1,253
CUST0040,F4,374
CUST0012,F2,353
CUST0062,F3,299
CUST0014,F2,105
CUST0065,F10,79
CUST0040,F4,345
CUST0029,F4,32
CUST0088,F2,238
CUST0044,F9,376
CUST0077,F4,54
CUST0098,F1,97
CUST0077,F1,183
CUST0087,F2,356
CUST0063,F9,176
CUST0052,F2,378
CUST0046,F9,177
CUST0043,F9,71
CUST0064,F1,334
CUST0071,F4,83
CUST0098,F2,9
CUST0012,F10,160
CUST0098,F4,240
CUST0082,F4,268
CUST0003,F2,241
CUST0085,F10,361
CUST0070,F3,214
CUST0062,F3,48
CUST0022,F9,202
CUST0057,F2,394
CUST0077,F2,31
CUST0040,F1,6
CUST0066,F4,357
CUST0012,F9,309
CUST0079,F10,123
CUST0024,F1,206
CUST0029,F1,84
CUST0098,F10,48
CUST0081,F3,139
CUST0091,F3,47
CUST0027,F1,383
CUST0057,F4,152
CUST0016,F4,173
CUST0077,F2,117
CUST0064,F10,252
CUST0005,F2,239
CUST0091,F4,386
CUST0022,F3,12
CUST0052,F10,42
CUST0023,F2,222
CUST0051,F4,125
CUST0048,F3,81
CUST0019,F3,4
CUST0067,F3,275
CUST0067,F4,224
CUST0056,F9,345
CUST0027,F9,251
CUST0096,F9,392
CUST0062,F1,229
CUST0008,F9,204
CUST0004,F3,73
CUST0029,F2,162
CUST0057,F2,190
CUST0012,F4,327
CUST0027,F10,240
CUST0026,F4,312
CUST0017,F10,62
CUST0021,F2,68
CUST0080,F9,208
CUST0032,F1,118
CUST0077,F4,166
CUST0050,F9,72
CUST0084,F4,277
CUST0064,F1,19
CUST0037,F2,1
CUST0070,F4,273
CUST0099,F9,121
CUST0041,F3,257
CUST0003,F3,34
CUST0021,F9,288
CUST0005,F1,49
CUST0041,F9,104
CUST0037,F10,14
CUST0047,F3,318
CUST0083,F3,250
CUST0001,F3,328
CUST0075,F10,303
CUST0052,F1,79
CUST0064,F9,269
CUST0054,F9,1
CUST0052,F9,322
CUST0066,F4,165
CUST0042,F2,225
CUST0092,F9,284
CUST0025,F10,99
CUST0042,F3,363
CUST0051,F1,251
CUST0048,F10,347
CUST0051,F4,29
CUST0072,F10,272
CUST0052,F4,386
CUST0044,F4,387
CUST0048,F4,149
CUST0053,F1,246
CUST0064,F3,236
CUST0077,F2,0
CUST0026,F1,366
CUST0034,F10,65
CUST0055,F10,60
CUST0042,F4,51
CUST0069,F1,345
CUST0082,F2,290
CUST0032,F9,47
CUST0075,F3,163
CUST0023,F2,147
CUST0089,F4,187
CUST0021,F9,3
CUST0032,F10,88
CUST0069,F2,165
CUST0013,F2,134
CUST0027,F2,92
CUST0026,F1,199
CUST0019,F1,322
CUST0033,F3,204
CUST0074,F4,304
CUST0001,F9,167
CUST0100,F2,149
CUST0043,F1,271
CUST0046,F9,165
CUST0008,F1,22
CUST0009,F2,174
CUST0084,F3,51
CUST0060,F9,337
CUST0019,F9,141
CUST0083,F2,321
CUST0043,F10,383
CUST0008,F3,291
CUST0095,F4,258
CUST0035,F4,87
CUST0058,F9,126
CUST0009,F10,35
CUST0089,F4,159
CUST0043,F2,264
CUST0099,F4,237
CUST0067,F9,58
CUST0038,F2,187
CUST0095,F10,204
CUST0037,F3,48
CUST0078,F1,12
CUST0087,F1,300
CUST0019,F4,86
CUST0044,F9,290
CUST0012,F1,130
CUST0062,F10,18
CUST0077,F4,373
CUST0027,F3,112
CUST0028,F4,304
CUST0029,F10,299
CUST0089,F3,322
CUST0092,F1,244
CUST0091,F2,155
CUST0007,F9,389
CUST0014,F9,250
CUST0022,F10,80
CUST0084,F4,276
CUST0034,F2,287
CUST0078,F4,46
CUST0001,F3,109
CUST0074,F2,258
CUST0028,F9,144
CUST0013,F2,67
CUST0006,F1,157
CUST0082,F4,48
CUST0088,F1,76
CUST0026,F10,10
CUST0045,F9,48
CUST0024,F9,236
CUST0001,F1,78
CUST0015,F3,20
CUST0077,F4,333
CUST0024,F1,89
CUST0098,F9,121
CUST0066,F3,168
CUST0061,F2,52
CUST0070,F4,306
CUST0098,F4,355
CUST0008,F2,14
CUST0098,F4,246
CUST0052,F1,397
CUST0070,F4,306
CUST0044,F10,82
CUST0048,F2,70
CUST0091,F1,246
CUST0017,F9,11
CUST0084,F9,189
CUST0042,F1,149
CUST0036,F3,128
CUST0007,F10,363
CUST0050,F2,268
CUST0093,F2,50
CUST0075,F1,310
CUST0039,F10,374
CUST0049,F4,161
CUST0028,F10,276
CUST0011,F10,56
CUST0005,F4,265
CUST0010,F9,56
CUST0070,F4,342
CUST0019,F10,120
CUST0062,F2,79
CUST0078,F10,346
CUST0013,F1,212
CUST0022,F1,349
CUST0012,F9,304
CUST0080,F9,32
CUST0076,F1,322
CUST0004,F1,224
CUST0059,F4,358
CUST0015,F3,308
CUST0081,F2,124
CUST0061,F9,247
CUST0021,F1,187
CUST0084,F9,22
CUST0040,F2,145
CUST0054,F4,360
CUST0099,F3,0
CUST0040,F4,158
CUST0014,F3,8
CUST0076,F4,61
CUST0057,F3,154
CUST0024,F2,18
CUST0009,F1,227
CUST0014,F10,38
CUST0093,F3,77
CUST0015,F10,327
CUST0008,F2,102
CUST0013,F9,218
CUST0026,F1,245
CUST0067,F1,234
CUST0020,F4,18
CUST0085,F10,140
CUST0061,F10,233
CUST0034,F2,298
CUST0048,F9,43
CUST0035,F2,370
CUST0013,F2,294
CUST0034,F2,3
CUST0066,F2,72
CUST0017,F2,20
CUST0061,F4,307
CUST0073,F2,93
CUST0049,F3,31
CUST0069,F1,193
CUST0059,F3,283
CUST0014,F2,193
CUST0084,F2,104
CUST0010,F9,85
CUST0066,F4,57
CUST0023,F9,68
CUST0006,F4,157
CUST0069,F3,21
CUST0081,F10,289
CUST0039,F4,77
CUST0093,F2,387
CUST0057,F4,34
CUST0023,F9,314
CUST0010,F9,225
CUST0096,F10,230
CUST0021,F4,35
CUST0048,F2,139
CUST0030,F1,354
CUST0008,F4,299
CUST0100,F9,133
CUST0076,F1,106
CUST0060,F9,241
CUST0094,F9,104
CUST0065,F10,284
CUST0015,F9,29
CUST0043,F1,179
CUST0059,F4,82
CUST0078,F4,128
CUST0056,F1,266
CUST0047,F10,278
CUST0094,F2,209
CUST0054,F1,273
CUST0050,F4,132
CUST0040,F3,108
CUST0081,F10,102
CUST0038,F2,222
CUST0025,F1,287
CUST0041,F1,250
CUST0030,F2,31
CUST0088,F4,349
CUST0097,F10,371
CUST0085,F2,354
CUST0048,F10,260
CUST0021,F10,286
CUST0087,F4,368
CUST0046,F2,54
CUST0030,F3,301
CUST0086,F9,120
CUST0027,F2,123
CUST0043,F1,276
CUST0007,F1,86
CUST0085,F4,55
CUST0093,F4,68
CUST0083,F4,173
CUST0098,F2,212
CUST0007,F2,21
CUST0029,F9,392
CUST0029,F1,315
CUST0084,F1,87
CUST0058,F4,23
CUST0099,F1,334
CUST0085,F4,62
CUST0046,F1,185
CUST0046,F4,246
CUST0013,F1,323
CUST0001,F10,361
CUST0031,F2,292
CUST0046,F4,276
CUST0007,F4,300
CUST0062,F2,272
CUST0054,F10,90
CUST0035,F10,0
CUST0050,F9,137
CUST0095,F1,310
CUST0074,F3,352
CUST0072,F2,143
CUST0030,F4,253
CUST0051,F4,390
CUST0055,F2,205
CUST0014,F10,201
CUST0012,F9,106
CUST0049,F2,37
CUST0092,F2,211
CUST0097,F1,20
CUST0084,F9,226
CUST0025,F2,124
CUST0064,F3,345
CUST0041,F1,121
CUST0097,F2,235
CUST0055,F3,12
CUST0045,F3,5
CUST0095,F9,307
CUST0098,F4,368
CUST0086,F1,368
CUST0093,F4,225
CUST0049,F2,53
CUST0098,F2,138
CUST0007,F3,88
CUST0006,F9,298
CUST0050,F3,84
CUST0096,F1,330
CUST0099,F4,89
CUST0061,F9,95
CUST0059,F3,249
CUST0025,F3,241
CUST0040,F4,235
CUST0069,F2,75
CUST0014,F4,228
CUST0017,F1,382
CUST0026,F10,45
CUST0051,F3,313
CUST0085,F2,67
CUST0071,F1,385
CUST0011,F2,143
CUST0093,F4,336
CUST0094,F1,377
CUST0047,F3,374
CUST0026,F4,85
CUST0081,F1,330
CUST0045,F10,190
CUST0075,F3,346
CUST0017,F4,362
CUST0046,F9,218
CUST0014,F3,261
CUST0045,F2,228
CUST0023,F9,53
CUST0040,F3,190
CUST0088,F2,276
CUST0071,F10,187
CUST0030,F1,126
CUST0074,F4,13
CUST0078,F9,121
CUST0032,F1,275
CUST0085,F9,97
CUST0064,F4,330
CUST0054,F1,284
CUST0022,F4,116
CUST0021,F9,4
CUST0079,F1,370
CUST0046,F10,263
CUST0011,F1,121
CUST0083,F2,308
CUST0087,F3,303
CUST0035,F4,400
CUST0070,F10,46
CUST0098,F2,85
CUST0060,F1,397
CUST0061,F1,341
CUST0068,F9,105
CUST0072,F2,394
CUST0079,F9,227
CUST0093,F1,306
CUST0065,F2,234
CUST0049,F10,252
CUST0027,F3,121
CUST0093,F9,85
CUST0056,F4,88
CUST0079,F4,249
CUST0045,F1,400
CUST0025,F2,90
CUST0043,F4,131
CUST0012,F3,371
CUST0063,F1,317
CUST0027,F2,94
CUST0037,F1,217
CUST0071,F4,388
CUST0009,F3,27
CUST0062,F4,136
CUST0069,F2,50
CUST0059,F2,323
CUST0081,F9,339
CUST0071,F10,297
CUST0080,F3,389
CUST0062,F9,236
CUST0053,F3,341
CUST0044,F1,384
CUST0019,F9,108
CUST0090,F2,32
CUST0021,F3,120
CUST0056,F10,234
CUST0030,F1,96
CUST0033,F1,370
CUST0034,F1,14
CUST0025,F1,266
CUST0022,F4,389
CUST0025,F3,100
CUST0017,F1,70
CUST0048,F1,275
CUST0049,F10,367
CUST0030,F3,43
CUST0096,F10,319
CUST0079,F3,210
CUST0063,F3,225
CUST0021,F9,272
CUST0035,F9,385
CUST0062,F2,121
CUST0046,F3,192
CUST0044,F4,262
CUST0022,F3,167
CUST0011,F4,162
CUST0040,F2,299
CUST0072,F4,248
CUST0030,F9,348
CUST0022,F4,28
CUST0057,F4,199
CUST0048,F9,337
CUST0009,F1,12
CUST0081,F9,68
CUST0060,F2,380
CUST0004,F9,288
CUST0092,F9,332
CUST0085,F4,67
CUST0021,F10,352
CUST0044,F3,223
CUST0027,F1,67
CUST0076,F9,287
CUST0083,F2,327
CUST0031,F2,330
CUST0062,F9,312
CUST0086,F4,124
CUST0023,F3,363
CUST0085,F2,40
CUST0077,F3,232
CUST0006,F3,340
CUST0028,F3,230
CUST0089,F2,376
CUST0093,F4,240
CUST0100,F2,323
CUST0015,F1,111
CUST0050,F10,102
CUST0029,F2,142
CUST0084,F1,154
CUST0010,F2,9
CUST0057,F1,29
CUST0074,F2,227
CUST0079,F4,329
CUST0090,F1,79
CUST0019,F4,374
CUST0050,F10,344
CUST0057,F3,279
CUST0067,F10,75
CUST0083,F9,324
CUST0045,F9,309
CUST0031,F9,381
CUST0023,F1,76
CUST0026,F3,85
CUST0039,F2,166
CUST0072,F3,393
CUST0033,F4,343
CUST0001,F4,157
CUST0088,F10,233
CUST0043,F4,224
CUST0098,F3,57
CUST0060,F9,73
CUST0097,F9,278
CUST0093,F9,170
CUST0085,F10,144
CUST0068,F1,227
CUST0019,F10,254
CUST0015,F1,345
CUST0036,F4,185
CUST0011,F2,220
CUST0077,F4,265
CUST0064,F1,98
CUST0034,F1,259
CUST0034,F3,228
CUST0030,F2,341
CUST0008,F9,211
CUST0006,F4,206
CUST0001,F10,110
CUST0037,F4,230
CUST0082,F1,84
CUST0052,F1,112
CUST0091,F3,27
CUST0096,F4,141
CUST0022,F10,255
CUST0061,F9,356
CUST0013,F4,138
CUST0017,F10,221
CUST0007,F4,106
CUST0005,F2,29
CUST0063,F4,136
CUST0058,F3,318
CUST0029,F3,225
CUST0082,F9,261
CUST0085,F4,157
CUST0091,F10,342
CUST0060,F2,133
CUST0065,F1,268
CUST0029,F4,342
CUST0096,F3,76
CUST0089,F1,288
CUST0067,F2,227
CUST0027,F10,99
CUST0046,F2,294
CUST0005,F2,41
CUST0060,F2,22
CUST0029,F3,213
CUST0093,F10,215
CUST0019,F2,3
CUST0063,F4,167
CUST0009,F10,111
CUST0073,F3,317
CUST0080,F1,290
CUST0070,F4,330
CUST0024,F2,105
CUST0087,F4,0
CUST0078,F1,161
CUST0022,F9,200
CUST0013,F3,255
CUST0020,F3,128
CUST0089,F1,0
CUST0036,F3,136
CUST0094,F1,71
CUST0073,F9,27
CUST0060,F9,218
CUST0010,F9,171
CUST0092,F10,377
CUST0033,F4,51
CUST0042,F10,27
CUST0001,F3,115
CUST0072,F4,331
CUST0068,F1,274
CUST0011,F1,116
CUST0046,F9,324
CUST0086,F1,364
CUST0071,F1,311
CUST0069,F1,3
CUST0035,F2,246
CUST0063,F9,382
CUST0014,F2,361
CUST0082,F1,392
CUST0039,F4,88
CUST0038,F2,390
CUST0049,F4,235
CUST0063,F10,305
CUST0043,F3,265
CUST0050,F4,313
CUST0024,F1,258
CUST0076,F10,266
CUST0083,F1,347
CUST0064,F2,354
CUST0047,F9,312
CUST0050,F10,133
CUST0059,F9,126
CUST0078,F2,97
CUST0043,F9,283
CUST0048,F4,310
CUST0046,F4,19
CUST0096,F1,351
CUST0031,F1,69
CUST0003,F3,89
CUST0026,F2,92
CUST0071,F4,166
CUST0024,F10,291
CUST0077,F10,350
CUST0069,F3,124
CUST0075,F9,204
CUST0007,F4,321
CUST0056,F10,396
CUST0042,F1,251
CUST0060,F3,354
CUST0064,F9,299
CUST0073,F10,234
CUST0044,F4,369
CUST0098,F2,136
CUST0027,F3,361
CUST0064,F3,127
CUST0067,F9,97
CUST0083,F3,233
CUST0097,F9,159
CUST0002,F2,184
CUST0073,F3,111
CUST0095,F1,140
CUST0092,F9,215
CUST0054,F10,179
CUST0028,F4,388
CUST0010,F3,333
CUST0076,F9,146
CUST0037,F4,385
CUST0006,F3,345
CUST0020,F10,399
CUST0068,F3,365
CUST0004,F4,281
CUST0090,F10,21
CUST0074,F10,180
CUST0067,F2,250
CUST0028,F4,44
CUST0040,F4,329
CUST0077,F9,289
CUST0010,F1,250
CUST0065,F9,140
CUST0098,F4,128
CUST0045,F10,170
CUST0042,F10,305
CUST0072,F2,267
CUST0078,F10,84
CUST0075,F1,388
CUST0094,F10,55
CUST0062,F4,158
CUST0042,F1,120
CUST0046,F10,349
CUST0038,F10,155
CUST0015,F1,187
CUST0074,F4,391
CUST0031,F2,226
CUST0035,F1,96
